name,party,person_id,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
"Bronislavas Polita","Lietuvos socialdemokratų partija",1219,4,3,1,4,1,1,2,1,1,4,1,4,3,3,0,3,4,1,4,2,3,1,4,2,4,2,4,3,4,2,"Alga turi būti vertinama pagal darbotojo kvalifikaciją ir atlikto darbo rezultatą","Daugiau reikia rūpintis darbo vietų kūrimu .Augant vartojimui atsirastų lėšų socialinei paramai ir vystyti paslaugas","Padidinti viešojo sektoriaus darbuotojams atlyginimus.Jie puikiai atliks tą patį darbą žinodami ,kad yra vertinami.",,"Biudžeto išlaidos nesumažės,nes išaugs vartojimas",,,,,,,"Laikantis ES rezoliucijų",,,,,,,,,"Lietuva po Jeigu Lietuva 1940 metais nebūtų buvusi aneksuota ir itraukta įTSRS sudėtį,jinai pati viską tai būtų padariusi dar geriau",,"Bet koiu atveju tos žalos Rusija negražins.Bet pamiršti šito nereikia .Nes Rusija irgi gali keistis","Bent ambasadoriam lygmenyje","Buvo padaryta klaida,kad jos buvo atsisakyta.Dabar atrodo ,kad grįžtame viską iš nauj",,,"Lietuva yra ES ir turi solidarizuotis","Aplamai Seimas turėtų būti renkamas pagal partijų ir visuomeninių judėjimų sąrašus.Partijos ir judėjimai turi turėti griežtas taisykles ką įrašyti į sąrašus.,kad nepakliutu neišmanėliai ir savanaudžiai","Reikia sukurti atitinkamas technologijas,kad neskaidrumo neliktu"
"Dainius Budrys","Lietuvos socialdemokratų partija",741,2,3,1,3,1,2,3,1,1,1,2,2,3,4,3,3,4,0,3,3,2,1,2,3,4,1,2,3,2,1,"Turi būti stiprinamas vidurinis sluoksnis, kuris yra pagrindinis vartotojas.","Ne mokesčių dydis, o tinkamas jų surinkimas bei administravimas leidžia siekti šių tikslų. Šešėlinės ekonomikos problema Lietuvoje ir taip nėra išspręsta.",,"Kaip parodė patirtis, tokia strategija nieko neduoda. Ekonomika turi būti skatinama",,"Reguliuojama turėtų būti ne tiek bendroji rinka, kiek rinkoje veikiantys, neretai ir slaptai, monopoliai.",,,,,"Nebūtinai valstybinėse, svarbiausia -specializuotose.","Išskyrus kvalifikuotą darbo jėgą.",,,,,"Yra tam tinkamesnių vietų (Grūto parkas)",,,,,,,,,,,,,
"Dovilė Adamonytė","Lietuvos socialdemokratų partija",1270,1,2,3,3,1,4,4,1,1,2,2,4,3,3,1,4,4,2,4,2,4,2,1,0,4,1,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edmundas Jonyla","Lietuvos socialdemokratų partija",305,2,2,1,3,2,2,4,2,1,2,3,3,3,4,4,4,4,1,4,2,4,1,1,4,4,3,4,3,3,4,"Sunku įvertinti žodį ,,smarkiai didinti‘‘. Didinimas turi būti ekonomiškai pagrįstas.",,"Mano galva, yra kur mažinti, kad teikiamų paslaugų kokybė nesumažėtų.","Žiūrint kokiomis sąlygomis skolinasi valstybė.Jeigu bus skolinama, kaip buvusi Kubiliaus vyriausybė už 8 proc.palūkanų, tai nepritarčiau.Bet jei galima pasiskolinti už labai mažas palūkanas,tada pritarčiau.","Reikia didinti NPD,kad padidinti gyventojų pajamas.Prekybininkai nėra tokie sąžiningi ir yra įtarimų ,kad  jie ta lengvata nepasinaudotų didinti savo pelną.","Reguliuoti tik esant ekstremaliom sąlygom","Darbuotojų atleidimo sąlygoms turi būti pritarta trišalėje taryboje",,,,"Ar valstybė turės lėšų investuoti į parduotuvių plėtrą.Papraščiau įvesti tvarką esamose parduotuvėse.","Priklausomai nuo specialybiu, būtinų Lietuvos interesams",,,,,,"Turi būti užtikrinti saugumo reikalavimai","Turi būti draudžiama","Priklausytų nuo Rusijos politikos Ukrainos atžvilgiu","Jei būtume buvę nepriklausomi, būtume pasiekę žymiai daugiau.",,,,,"Spręsti kiekvienu atveju atskirai.",,"Turi atsižvelgti į Lietuvos nuomonę",,
"Efrema Bitinienė","Lietuvos socialdemokratų partija",1245,2,3,3,4,1,3,3,1,1,4,1,3,3,4,3,3,3,1,0,3,0,3,1,3,3,2,3,3,4,2,,,,,,,,,,,,,,,,,,,"Nereikia kraštutinumų – istorija lieka istorija. Draudžiama tai, kas kenkia valstybės saugumui.",,,,,,,,,,,
"Egidijus Gaidamavičius","Lietuvos socialdemokratų partija",1338,1,4,2,4,3,2,2,1,3,1,4,4,3,3,1,3,2,3,4,1,3,1,2,2,2,1,3,2,2,1,"Siekis – per 4 metus pasiekti 550 Eurus, sulyginant su NPD ir 400 Eurų „mokesčių premija“ nuo kiekvieno vaiko plius.Verslui svarbu planavimas.","Reikia subalansuoti mokesčių sistemą, ir EFEKTYVIAI naudoti lėšas;Dabar daugiausia apmokestinamos pajamos iš darbo, reikia apmokestinti VISAS pajamas bendrai. Rezervas yra  - nuo turto sukuriamoms pajamoms, bei verslo aplinkos gerinime.","Valstybė privalo garantuoti: minimalias pajamas žmogui; socialinio saugumo sistemų veikimą; atlikti kaip valstybės institutui budingas funkcijas. Nesiekiame 75% ES vidurkio darbo našume, taikitina ir valdininkui.","Tiek skolinimasis, tiek „diržų politika“ neveda prie progreso. Keisti reikia mąstymą – gaminti, eksportuoti, kurti. Dabar perkam,importuojam","Išeitis kooperacijos ir smulkaus verslo realus skatinimas. Esu prieš populistinius sprendimus.
Privaloma – valstybinė būsto nuomos sistema, per savivaldybes - tikslas kad piliečiai nelistų bankui į kišenę, pastarieji finansuotų verslą.","Tiek kiek būtina. T.Y.užduoti toną per fiskalines priemones bei energetikos sektoriuje suteikti pranašumą verslui prieš kitas šalis, užtikrinant maksimaliai mažiausias kainas. Užtikrinamos viešosios paslaugos.","Motyvuotai ir suteikiant išeitines kompensacijas, bei egzistuojant garantiniam fondui darbo paieškų laikotarpiui","Vienareikšmiškai. Tai prilygintina išlaidoms į infrastruktūrą, kur ekonominė graža yra triguba. LT BVP dalis iš bioekonomikos yra tik 1,5%, pvz žemės ūkis-3%, transpotras 6%. Ciklinės ekonomikos priemonės turi tapti tuo ekonomikos varikliu, kuris veža ekonomika į priekį.","Finansinės bausmės taip. Prevencija nuo vaikiško amžiaus, asocialių šeimų vaikų perkėlimas į šeimynas ir tt – bus žymiai geresnis rezultatas","Už papildomus pinigus, pvz įklijuojamas lipdukas.

Ne tik dokumentuose – viešoje erdvėje, pateikiant tai kaip šalies privalumą – pvz. Gatvių elektroninės pavadinimų lentelės su visu ES ir pagrindinių turistų kalbomis.",,"Solidarumas ir saugumas. Aiški ir pakankamai griežta politika – nusižengei-deportacija. Integruojiesi, dirbi –esi skatinamas. 
Mums kaip tik reikia kviesti tiek savus, tiek panašiai kultūriškai mąstančius žmones kurti ir dirbti Lietuvoje.","Šiuo metu yra techniškai VISI pokalbiai įrašomi. Klausimas kitame- pvz.exSTT agentas (pvz Urbšys) turėtų praleisti kokius 5 metus, kol galėtų eiti į politiką. Ir akivaizdus perteklius bei prasta darbo kokybė spec tarnybų – ten pertvaka reikalinga kaip oras.","Yra leidimų sistema. Jie privalo būti išduodami, jei turinys neprieštarauja konstitucijai.","Neturi būti valstybės remiama reklama toki gyvenimo būdo. Iš esmės tai žalinga LT ekonomikai plačiąja prasme. Žmogiškaja tai asmenų apsisprendimo teisė.",,"Istorija – pateikime tai kaip privalumą. Mes per daug sureikšminam klausimą, yra rimtesnių problemų, pvz NAUJŲ agresorių statulų neatsiradimas","Galime ir turime siūlyti patirtį ekploatuojant, dirbti kartu, ir siekti įdiegti saugumo priemones vakarietiškų standartų. Kažkada BL bus ES dalis, ir LT turėtų būti advokatas, o ir rinka mus pačius domina. Statybą palaimino konservatoriai 2010 m per Lukašenkos vizitą Lt.","Yra draudžiama, nieko keisti nereikia","Vienareikšmiškai. Tačiau diplomatinį darbą reikia stiprinti. Bet kadangi sankcijos efektyvios yra tik iš Rusijos pusės, o iš ES tik vos ne imitacija, reiktų veiksmingų sankcijų.","Davė patirties, kad tokia santvarka nepasikartotų.","Stiprinti propagandinius pajėgumus, ypač TV transliacijas pasienio zonoje. Bendrai kurti ir gamintis įrangą – dabar vėl tik perkam – keisti mąstymą ir strategiją.","Rimtas diplomatinis ginklas","Tiek 8d, tiek 9d. Pragmatizmas ir asmeniniai santykiai diplomatijoje niekada nekenkia...","Asmeniškai už rezervo ruošimą šauktinių pagrindu, toliau stiprinama profesionali bei SAVANORIŲ pajėgos. Esu įsigilinęs į šiuos klausimus","Tai būtų šaliai pranašumas.Dviguba pilietybė su prioritetais ištikimybės valstybės gynybos ir mokesčių klausimuose.
Tam keisti konstitucijos nereikia.","Esu asmeniškai už fiskalinių priemonių išlaikymą valstybės rankose. Matau prastą derybinį darbą, tiek stojant į ES, tiek įsivedant Eurą. Pvz galėjo būti 5 metų privalomas indikacinis paskutinių LITŲ kainų periodas","Tik derybos, nes esame suverenių valstybių sąjunga","Ir būtinai kaip LV įvedant ir neigiamą reitingavimą. Mąstyčiau apie privalomą balsavimą. Elektroninis būdas priimtinas","Nematau problemų. Manau kad jau per savivaldos rinkimus jau veiks sistema. Internetinis balsavimas tik didintų skaidrumą ir skvarbą."
"Gediminas Kirkilas","Lietuvos socialdemokratų partija",681,2,1,4,4,4,3,3,1,3,1,4,3,3,4,1,3,4,3,2,3,2,1,3,3,4,2,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giedrė Purvaneckienė","Lietuvos socialdemokratų partija",410,2,1,4,4,2,4,4,1,2,1,2,4,3,4,1,4,1,3,2,3,2,2,4,3,1,2,4,4,4,2,,,,,,,,,,,,,,,,,,"Dabar jau priešintis per vėlu. Reaikia veikti tarptautiniu mąstu, kad ji būtų kuo saugesnė.",,"Daugiau diplomatijos ir mažiau karo šūkių.",,,,"Nebūtinai vadovai, galėtų dalyvauti ambasadorius ar kiti. Bet kokiu atveju, reikia susitarti tarp trijų Baltijos šalių, ir dalyvauti (ar ne) bendrame lygmenyje.",,,,,"Kodėl ne atvirkščias klausimas?",
"Gintautas Paluckas","Lietuvos socialdemokratų partija",1217,4,1,4,4,4,3,4,1,3,1,2,4,3,4,1,4,3,4,4,2,4,2,4,3,2,1,4,4,4,1,,,,,,,,,,,,,,,,,"Žaliojo tilto skulptūros turi būti restauruotos, nes tai yra sovietinio realizmo meno kūriniai, tačiau eksponuojami jie gali būti tik politiškai deaktyvuoti – kontekstą keičiančioje aplinkoje ar kaip dalis meninės instaliacijos.",,,"Šiuo atveju teisingumas ir solidarumas turėtų imti viršų prieš siaurą ekonominį interesą. Teisybė ir parama skriaudžiamam pinigais nematuojama.",,,"Neginčijama okupacijos žala yra pirmiausia moralinė, o maišyti moralinę atsakomybę su piniginės žalos atlyginimo reikalavimais yra labai ydinga praktika.",,"Aš pasisakau už profesionalią tarnybą.",,,,,"Neskaidrumas slypi ne technologijose ar balsavimo metodikose. Neskaidrumas žmogaus silpnybėse ir politinės/pilietinė brandos trūkume."
"Irena Macijauskienė","Lietuvos socialdemokratų partija",1239,2,2,3,4,2,3,3,1,1,1,3,3,2,2,2,4,4,1,4,2,2,2,3,3,3,1,4,3,4,1,"Svarbiausia – žmogus, bet minimalios algos didinimas turėtų būti protingas.",,,,,"Reguliavimas reikalingas, bet protingas.","Jeigu taip, tai sumokant pakankamas kompensacijas.",,,,"Siektina užkirsti kelią šešėlinei prekybai.","Imigracija turi būti protingai reguliuojama.","Tik griežtai laikantis įstatymo.","Turi būti ribojamos agresyvios akcijos.",,,,,,,,,,,,,,,,"Tokiu atveju būtina užtikrinti skaidrų balsavimą."
"Janina Šokaitienė","Lietuvos socialdemokratų partija",1344,2,4,4,4,4,3,2,2,2,2,2,3,3,4,2,4,2,4,4,1,1,1,1,4,4,2,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jonas Kiriliauskas","Lietuvos socialdemokratų partija",1223,4,2,4,2,2,3,3,1,3,1,4,3,3,2,1,3,4,2,4,1,4,1,2,4,4,1,1,3,4,2,,"Turėtų didinti kapitalo apmokestinimą, mažinti darbo apmok.","Mažinti jei mažėtų paslaugos, mažinti jungiant vykdomas funkcijas",,,,,,,,,"Laikantis ES priimtų nutarimų","Įrašų laikymas turi būti trumpinamas, kaip reikalauja ES","Neturi riboti ekonom. Reikalav. Pvz. profsąjungoms",,,,,"Kaip ir nacistinė, rasistinė turi būti draudžiama",,"Jokios naudos nematau",,,,,,,,,
"Julius Pagojus","Lietuvos socialdemokratų partija",1220,4,2,3,4,4,3,4,3,4,1,3,4,1,3,1,4,3,2,4,1,4,1,2,4,2,1,4,4,4,1,"Pabloginus verslo sąlygas gali nebebūti, kas tą  minimalią ar didesnę algą mokėtų. Minimali, kaip ir vidutinė, alga turi didėti palaipsniui.","Turi būti didinamas turto ir kapitalo apmokestinimas ir mažinamas darbo pajamų apmokestinimas","Viešojo sektoriaus darbuotojų skaičių galima mažinti iki tiek, kol tai nepalies valstybės teikiamų paslaugų apimties","Diržų veržimosi politikos atveju krizės pasekmės labiausiai perkeliamos ant mažiausias pajamas gaunančių žmonių pečių","Valstybė turi siekti žmonių pajamų didėjimo, o ne kainų mažėjimo","Valstybė privalo užtikrinti vartotojų ir darbuotojų apsaugą","Svarbiausios verslui palankios sąlygos – palanki ir stabili mokestinė aplinka, biurokratijos mažinimas, korupcijos išnaikinimas, o ne lengvas darbuotojų atleidimas",,"Lietuva ir taip yra viena iš daugiausia kalinčių asmenų, lyginant su gyventojų skaičiumi, turinti valstybė. O už jų išlaikymą moka mokesčių mokėtojai. Turi būti plačiau taikomos bausmės, nesusijusios su laisvės atėmimu.",,"Stiprus alkoholis turėtų būti parduodamas specializuotose parduotuvėse, bet jos neturi būti valstybinės","Turime stabdyti emigraciją, o ne imigraciją","Visuomenė, kuri aukoja laisvę dėl saugumo, nenusipelnė nei vieno ir praras abu (B. Franklin)","Tik itin išimtiniais atvejais ir tik tokias, kurios tiesiogiai nukreiptos prieš Lietuvos suverenitetą.",,,,,,,,,,,"Savanoriškai tarnaujantis asmuo visada bus labiau motyvuotas",,,,"Mažoritarinė (vienmandačių) rinkimų sistema neužtikrina skirtingas pažiūras turinčių žmonių atstovavimo. Todėl nėra nei vienos valstybės kontinentinėje Europos Sąjungos dalyje, kuri visą parlamentą rinktų tik vienmandatėse.","Internetinis balsavimas sumažintų neskaidrių rinkimų riziką."
"Julius Sabatauskas","Lietuvos socialdemokratų partija",411,2,2,3,3,2,3,3,2,3,1,3,3,2,4,1,4,3,3,3,3,2,2,3,0,3,2,3,3,3,1,"Darbdaviai turėtų ne vien bet kokia sąskaita siekti didesnio pelno, bet ir mokėti didesnį atlygį darbuotojams.  Kai moka ne vien nekvalifikuotiems darbuotojams MMA, po to skundžiasi, kad nėra rinkoje kvalifikuotų darbuotojų, nes jie nelaukė, o išvyko į kt. valstybes.","Susijęs su kt. klausimu. Gerovės valstybėje viešųjų paslaugų yra daugiau. Taigi klausimas turi būti kitoks, - ar mums reikia gerovės valstybės?","Susijęs su ankstesniu klausimu. Gerovės valstybėje viešųjų paslaugų yra daugiau. Taigi klausimas turi būti kitoks, - ar mums reikia gerovės valstybės?","Turi būti abiejų priemonių balansas. Reikia ir to  ir to. Tačiau diržus veržti ne silpniausiųjų sąskaita.","Kitose valstybėse taikomos tokios lengvatos. Ir ne vien maisto produktams. Blogas netolimos praeities pavyzdys – buvo sumažintas PVM viešbučių teikiamoms paslaugoms, siekiant pritraukti daugiau ruristų. Tačiau viešbučių kainos nesumažėjo.",,,"Galvoti reikia ir apie savo ainius, kokią Žemę jiems paliksim.","Svarbu bausmės neišvengiamumas, o ne bausmės dydis.","Asmens pavardė yra labiau tapatybę nustatanti informacija, o ne kalbą identifikuojanti.",,"Kai yra tokios demografinės tendencijos  (mažėja gimstamumas ir auga vidutinė gyvenimo trukmė), gali atsitikti taip, kaip kituose Vakarų valstybėse ( nustatomos kvotos kokių profesijų imigrantai pageidaujami).","Šis atsakymas nėra vienareikšmis taip ar ne. Daugeliu atveju kriminalinės žvalgybos metodai padeda kovoti tiek su organizuotu nusikalstamumu, tiek su terorizmu, kurie neturi tautybės.","Visuomenės pilietiškumas turi įvairias išraiškos formas. (Ne tik mitingai, piketai, bet ir internetas, media,socialiniai tinklai, peticijos).",,"Akivaizdus blogas Brazilijos pavyzdys su Ziko viruso grėsme ir aborto draudimu.",,"Turi būti paisoma tarptautinių susitarimų. Ir to galima reikalauti per atitinkamas tarptautines institucijas.Tačiau neįmanoma nurodinėti kitai valstybei.","Apskritai draudimai nėra geriausia išeitis.",,"Vėl nevienareikšmis klausimas.Tauta , o ir mano šeima labai nukentėjo nuo sovietų valdžios vykdomų represijų. Tai neišmatuojama skriauda.","Vien finansavimu ir karinių pajėgumo didinimo nepakanka. Demokratija, pilietiškumas ir patriotiškumas būtini palydovai. Pvz. 1940 m. nedemoratinis režimas neišdriso pasipriešinti okupacijai ir aneksijai.",,"II pasaulinio karo pabaigos data skirtingai suvokiama Rytuose ir Vakaruose.",,"Dabar yra 9 išimtys , kada asmuo gali turėti ir Lietuvos, ir kitos valstybės pilietybę. Norint praplėsti dvigubos pilietybės atvejus, reikia visos Tautos privalomojo referendumo pritarimo.",,ES,"Pasaulio moko, kad tokiais atvejais susiklosto dvipartinė sistema. Pvz., JAV ir D.Britanija. Iš kitos pusės rinkimų vienmandačių apygardose atvejų lieka neatstovaujamų apie pusę rinkėjų balsų. Tačiau tai nereiškia, kad reikia tobulinti rinkimų sistemą.","Seimo ir Respublikos Prezidento rinkimų atveju neabejotinai."
"Juras Požela","Lietuvos socialdemokratų partija",136,3,2,3,4,3,4,3,1,2,1,2,4,3,4,1,4,4,1,4,1,4,1,1,4,4,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jūratė Zailskienė","Lietuvos socialdemokratų partija",1230,2,2,2,4,3,2,2,2,3,0,3,4,0,4,0,4,3,2,4,3,0,2,3,0,4,2,4,3,3,0,,,,,,,,,,,,,,,,,,,,,"Sunku pasakyti, ko buvo daugiau – naudos, ar žalos.",,,,"Bet šaukimas turi būti aiškiai reglamentuotas - pvz. po vidurinės mokyklos (ar sulaukus18–19)",,,,,
"Justas Pankauskas","Lietuvos socialdemokratų partija",254,1,1,3,4,1,4,3,1,2,1,1,4,3,4,2,3,3,1,4,2,2,1,3,4,3,1,4,4,1,2,,,,,,,,,"Labai abstraktus teiginys",,,,,,,"Netikslus klausimas",,,"Turi būti draudžiama",,,,"Konservatorių balsais priimtas įstatymas, kurie patys jo nevykdė",,,,,,,"Per bankinę sistemą balsavimas turi vykti"
"Kęstutis Vilkauskas","Lietuvos socialdemokratų partija",295,1,3,3,4,1,2,3,1,2,2,2,1,2,4,4,3,4,1,4,2,3,1,2,2,4,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lijana Kairienė","Lietuvos socialdemokratų partija",1224,1,4,4,4,2,4,4,1,4,4,2,3,1,4,1,4,3,0,4,0,2,1,0,0,1,0,0,3,2,1,"Tiesioginės koreliacijos tarp MMA didinimo ir verslo sąlygų bloginimo nėra. Klausimas nekorektiškas. Europos komisijos išvadose pažymima, kad Lietuvoje atlyginimai yra per maži","Socialinei paramai ir paslaugoms reikalingas kitoks biudžeto perskirstymas, o ne mokesčių didinimas. Vėlgi – apie kokius mokesčius kalbame? PVM, akcizą, GMP ar pelno, turto?","Viešajame sektoriuje turi dirbti kompetentingi žmonės, tuomet jų reikės mažiau","Diržų veržimosi politika nėra vienintelis arba pagrindinis krizės įveikimo įrankis","Arba didinti bazinius dydžius (pensijų, atlyginimų)",,,,"Klausimas nekorektiškas: reikia skirti bausmes už nusikaltimus, kurie skirstomi į sunkius, nesunkius ir t.t., o ne nusikaltėliams","Kodėl tik vadinamosios „lenkiškos“ raidės? Jeigu leisti, tai jau visas lotyniškojo raidyno pagrindu atsiradusias raides – balsius su umliautais, rateliais stogeliais, priebalsius su nosinėm ir t.t.",,,,"Protesto akcijos – viena iš demokratinės valstybės apraiškų",,,"Reikėtų išbraukti jas iš kultūros paveldo sąrašo","Ką reiškia visomis priemonėmis?","Įstatymu jau uždrausta","Lietuva turi būti solidari su kitomis ES valstybėmis","Labai vertinu to meto švietimo ir mokslo kokybę","Tai yra Lietuvos įsipareigojimas NATO",,"Jeigu kitų ES šalių atstovai nevyksta, tai ir Lietuvai nereikėtų","Manau, kad turėtume turėti profesionalią kariuomenę ir stiprinti savanorių pajėgas",,"Sunku pasverti, reikia tiksliai paskaičiuoti","Būdami ES nariais turime būti solidarūs su kitomis valstybėmis ir dalintis ne tik gėrybėmis, bet ir sunkumais",,
"Lina Kujalytė","Lietuvos socialdemokratų partija",1227,2,3,2,4,4,4,2,2,1,2,1,3,4,0,2,4,4,2,4,2,0,2,2,0,4,3,3,3,1,4,"MMA regionuose gali būti skirtinga","Reikia plėsti mokestinę bazę","Prioriteto tvarka – administravimo srityje",,"Įplaukos nebūtinai mažės","Ypatingą dėmesį reikia skirti monoplijoms","Garantijas atleidžiamiems darbuotojams turi pasidalinti verslas per garantinį fondą ir valstybė",,,"Didesnę žalą jau padarė klaviatūrų raidynas",,"Iš kai kurių šalių - taip",,,,,,,,,,,,,,"Pilietybė reiškia ir pareigas savo šaliai",,,"Pasisakau už galimybę rinkėjui rinktis „savo Seimą“ iš visų kandidatų sąrašų","Neskaidrumo galima išvengti"
